Nome,ID,Genere,Popolarità,Followers,Spotify URL,Nazionalità
Simona Zagorova,41agnkw9lYLD9mRXL8J3IE,,2,199,"<a href=""https://open.spotify.com/artist/41agnkw9lYLD9mRXL8J3IE"" target=""_blank"">https://open.spotify.com/artist/41agnkw9lYLD9mRXL8J3IE</a>",Bulgara
Radko Petkov,6Zji04O4LySLbvwVkKNOJY,bulgarian pop,6,470,"<a href=""https://open.spotify.com/artist/6Zji04O4LySLbvwVkKNOJY"" target=""_blank"">https://open.spotify.com/artist/6Zji04O4LySLbvwVkKNOJY</a>",Bulgara
Gergana,33DnQciBOwX6qpR4fuxB5Z,bulgarian pop,17,4209,"<a href=""https://open.spotify.com/artist/33DnQciBOwX6qpR4fuxB5Z"" target=""_blank"">https://open.spotify.com/artist/33DnQciBOwX6qpR4fuxB5Z</a>",Bulgara
Monika Kirovska,079a8aQqMGpdWI9Ce6AJHr,,0,15,"<a href=""https://open.spotify.com/artist/079a8aQqMGpdWI9Ce6AJHr"" target=""_blank"">https://open.spotify.com/artist/079a8aQqMGpdWI9Ce6AJHr</a>",Bulgara
Venesti,50oHbeWPotfWlzdi4bojSU,,49,43805,"<a href=""https://open.spotify.com/artist/50oHbeWPotfWlzdi4bojSU"" target=""_blank"">https://open.spotify.com/artist/50oHbeWPotfWlzdi4bojSU</a>",Bulgara
Rado Shisharkata,7gBi7AKx02BAyqhEciANYJ,,16,1151,"<a href=""https://open.spotify.com/artist/7gBi7AKx02BAyqhEciANYJ"" target=""_blank"">https://open.spotify.com/artist/7gBi7AKx02BAyqhEciANYJ</a>",Bulgara
Elena Pitoulis,0Zw91yH74OemLqD4rHn96K,,51,536,"<a href=""https://open.spotify.com/artist/0Zw91yH74OemLqD4rHn96K"" target=""_blank"">https://open.spotify.com/artist/0Zw91yH74OemLqD4rHn96K</a>",Bulgara
Krumbsnatcha,4StWnbDC5LLdf3socfu0gx,wu fam,24,17883,"<a href=""https://open.spotify.com/artist/4StWnbDC5LLdf3socfu0gx"" target=""_blank"">https://open.spotify.com/artist/4StWnbDC5LLdf3socfu0gx</a>",Bulgara
Qvkata DLG,3NzS9UwrMG3x66aJzM2jKv,bulgarian hip hop,22,4269,"<a href=""https://open.spotify.com/artist/3NzS9UwrMG3x66aJzM2jKv"" target=""_blank"">https://open.spotify.com/artist/3NzS9UwrMG3x66aJzM2jKv</a>",Bulgara
Djena,07aV940tBFh4TthmbcjR3g,bulgarian pop,38,54088,"<a href=""https://open.spotify.com/artist/07aV940tBFh4TthmbcjR3g"" target=""_blank"">https://open.spotify.com/artist/07aV940tBFh4TthmbcjR3g</a>",Bulgara
Kristiana,2nTdiezsve9faqcdXVjW2a,bulgarian pop,15,4448,"<a href=""https://open.spotify.com/artist/2nTdiezsve9faqcdXVjW2a"" target=""_blank"">https://open.spotify.com/artist/2nTdiezsve9faqcdXVjW2a</a>",Bulgara
Petya Dankova,2Iah8uNKVDJvSugCW3Vz8u,,0,384,"<a href=""https://open.spotify.com/artist/2Iah8uNKVDJvSugCW3Vz8u"" target=""_blank"">https://open.spotify.com/artist/2Iah8uNKVDJvSugCW3Vz8u</a>",Bulgara
Marcelo D2,1vEN3d3dJbmdHQpXD6AIkL,boom bap brasileiro,57,1235852,"<a href=""https://open.spotify.com/artist/1vEN3d3dJbmdHQpXD6AIkL"" target=""_blank"">https://open.spotify.com/artist/1vEN3d3dJbmdHQpXD6AIkL</a>",Bulgara
Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,dance pop,77,9430414,"<a href=""https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ"" target=""_blank"">https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ</a>",Bulgara
Lina Nikol,7G3zlaTXtjBWn2hASxqLbg,bulgarian pop,22,1328,"<a href=""https://open.spotify.com/artist/7G3zlaTXtjBWn2hASxqLbg"" target=""_blank"">https://open.spotify.com/artist/7G3zlaTXtjBWn2hASxqLbg</a>",Bulgara
Nelly Rangelova,4WsypO3BDWsQfhg4dwWlBH,classic bulgarian pop,1,94,"<a href=""https://open.spotify.com/artist/4WsypO3BDWsQfhg4dwWlBH"" target=""_blank"">https://open.spotify.com/artist/4WsypO3BDWsQfhg4dwWlBH</a>",Bulgara
Simona Sivanio,5YAA0t4M0y5LQqwi8ma1xI,,0,4,"<a href=""https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI"" target=""_blank"">https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI</a>",Bulgara
Dani Milev,4HYg1Y5kfbC6mwjf2h2R0m,,0,15,"<a href=""https://open.spotify.com/artist/4HYg1Y5kfbC6mwjf2h2R0m"" target=""_blank"">https://open.spotify.com/artist/4HYg1Y5kfbC6mwjf2h2R0m</a>",Bulgara
Slavena Tiger,388fhdFZ0e7OJpC8SHBgpH,,10,0,"<a href=""https://open.spotify.com/artist/388fhdFZ0e7OJpC8SHBgpH"" target=""_blank"">https://open.spotify.com/artist/388fhdFZ0e7OJpC8SHBgpH</a>",Bulgara
DJ Doncho,0MjEvRMvyOkV2woFzGt3dK,,8,1144,"<a href=""https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK"" target=""_blank"">https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK</a>",Bulgara
Beloslava,5ccyCP92lWcZ8G1KidvrDN,bulgarian pop,24,9326,"<a href=""https://open.spotify.com/artist/5ccyCP92lWcZ8G1KidvrDN"" target=""_blank"">https://open.spotify.com/artist/5ccyCP92lWcZ8G1KidvrDN</a>",Bulgara
Georgi Stanchev,05O6Fw3LsWi6XFyvO7znce,classic bulgarian pop,0,301,"<a href=""https://open.spotify.com/artist/05O6Fw3LsWi6XFyvO7znce"" target=""_blank"">https://open.spotify.com/artist/05O6Fw3LsWi6XFyvO7znce</a>",Bulgara
Anelia,5tUV7pEJAFzJXWbJBtTkjt,bulgarian pop,37,62599,"<a href=""https://open.spotify.com/artist/5tUV7pEJAFzJXWbJBtTkjt"" target=""_blank"">https://open.spotify.com/artist/5tUV7pEJAFzJXWbJBtTkjt</a>",Bulgara
Simona Sivanio,5YAA0t4M0y5LQqwi8ma1xI,,0,4,"<a href=""https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI"" target=""_blank"">https://open.spotify.com/artist/5YAA0t4M0y5LQqwi8ma1xI</a>",Bulgara
Pavell & Venci Venc',2E8el1acpQYnfJO6uKAius,bulgarian hip hop,27,33377,"<a href=""https://open.spotify.com/artist/2E8el1acpQYnfJO6uKAius"" target=""_blank"">https://open.spotify.com/artist/2E8el1acpQYnfJO6uKAius</a>",Bulgara
Vanya Sogaya,52ZDvqSoUUMRtR9qjwyhq4,,24,121,"<a href=""https://open.spotify.com/artist/52ZDvqSoUUMRtR9qjwyhq4"" target=""_blank"">https://open.spotify.com/artist/52ZDvqSoUUMRtR9qjwyhq4</a>",Bulgara
Bate Sasho,73Bb1Zqt1VLZV64ZeDj9ec,bulgarian hip hop,0,383,"<a href=""https://open.spotify.com/artist/73Bb1Zqt1VLZV64ZeDj9ec"" target=""_blank"">https://open.spotify.com/artist/73Bb1Zqt1VLZV64ZeDj9ec</a>",Bulgara
Tedua,1AgAVqo74e2q4FVvg0xpT7,indie liguria,70,1574177,"<a href=""https://open.spotify.com/artist/1AgAVqo74e2q4FVvg0xpT7"" target=""_blank"">https://open.spotify.com/artist/1AgAVqo74e2q4FVvg0xpT7</a>",Bulgara
Lùnapop,4ZbsxiS90Pj1gLeDv3A9mN,classic italian pop,51,156862,"<a href=""https://open.spotify.com/artist/4ZbsxiS90Pj1gLeDv3A9mN"" target=""_blank"">https://open.spotify.com/artist/4ZbsxiS90Pj1gLeDv3A9mN</a>",Bulgara
Yanitsa,3a4iT4FdFp6x0IqVTl47vR,bulgarian pop,33,44039,"<a href=""https://open.spotify.com/artist/3a4iT4FdFp6x0IqVTl47vR"" target=""_blank"">https://open.spotify.com/artist/3a4iT4FdFp6x0IqVTl47vR</a>",Bulgara
Vasil Naidenov,0QcCwkCEBwJHvlvdRAmVS8,bulgarian rock,10,7606,"<a href=""https://open.spotify.com/artist/0QcCwkCEBwJHvlvdRAmVS8"" target=""_blank"">https://open.spotify.com/artist/0QcCwkCEBwJHvlvdRAmVS8</a>",Bulgara
Shosho,4wYxdKiYvpbVaDk2XogQgL,bulgarian electronic,10,1453,"<a href=""https://open.spotify.com/artist/4wYxdKiYvpbVaDk2XogQgL"" target=""_blank"">https://open.spotify.com/artist/4wYxdKiYvpbVaDk2XogQgL</a>",Bulgara
Sasho Roman,1gfbiAx0jMUJM5rVvxfVl3,,21,983,"<a href=""https://open.spotify.com/artist/1gfbiAx0jMUJM5rVvxfVl3"" target=""_blank"">https://open.spotify.com/artist/1gfbiAx0jMUJM5rVvxfVl3</a>",Bulgara
Maria Ilieva,6cl0Mzx0Mt4XY5NSk89KLx,bulgarian pop,26,17731,"<a href=""https://open.spotify.com/artist/6cl0Mzx0Mt4XY5NSk89KLx"" target=""_blank"">https://open.spotify.com/artist/6cl0Mzx0Mt4XY5NSk89KLx</a>",Bulgara
Kali Uchis,1U1el3k54VvEUzo3ybLPlM,colombian pop,81,5614680,"<a href=""https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM"" target=""_blank"">https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM</a>",Bulgara
Victoria Monét,63XBtGSEZINSyXylZxEUbv,alternative r&b,68,832617,"<a href=""https://open.spotify.com/artist/63XBtGSEZINSyXylZxEUbv"" target=""_blank"">https://open.spotify.com/artist/63XBtGSEZINSyXylZxEUbv</a>",Bulgara
Tsunami J.,4n2goZYIwjKnEZHtg1YxAm,zxc,38,7681,"<a href=""https://open.spotify.com/artist/4n2goZYIwjKnEZHtg1YxAm"" target=""_blank"">https://open.spotify.com/artist/4n2goZYIwjKnEZHtg1YxAm</a>",Bulgara
Pavell & Venci Venc',2E8el1acpQYnfJO6uKAius,bulgarian hip hop,27,33377,"<a href=""https://open.spotify.com/artist/2E8el1acpQYnfJO6uKAius"" target=""_blank"">https://open.spotify.com/artist/2E8el1acpQYnfJO6uKAius</a>",Bulgara
Mihaela Fileva,4tLUiRuS5pMJRavaw6utMb,bulgarian pop,30,29168,"<a href=""https://open.spotify.com/artist/4tLUiRuS5pMJRavaw6utMb"" target=""_blank"">https://open.spotify.com/artist/4tLUiRuS5pMJRavaw6utMb</a>",Bulgara
DJ Doncho,0MjEvRMvyOkV2woFzGt3dK,,8,1144,"<a href=""https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK"" target=""_blank"">https://open.spotify.com/artist/0MjEvRMvyOkV2woFzGt3dK</a>",Bulgara
ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,latin viral pop,77,8001193,"<a href=""https://open.spotify.com/artist/7ltDVBr6mKbRvohxheJ9h1"" target=""_blank"">https://open.spotify.com/artist/7ltDVBr6mKbRvohxheJ9h1</a>",Spagnola
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF,cantautor,72,7488512,"<a href=""https://open.spotify.com/artist/5sUrlPAHlS9NEirDB8SEbF"" target=""_blank"">https://open.spotify.com/artist/5sUrlPAHlS9NEirDB8SEbF</a>",Spagnola
Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,dance pop,75,11261000,"<a href=""https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw"" target=""_blank"">https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw</a>",Spagnola
Shakira,0EmeFodog0BfCgMzAIvKQp,colombian pop,84,31972308,"<a href=""https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp"" target=""_blank"">https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp</a>",Spagnola
Pablo Alborán,5M9Bb4adKAgrOFOhc05Y50,latin arena pop,71,5017815,"<a href=""https://open.spotify.com/artist/5M9Bb4adKAgrOFOhc05Y50"" target=""_blank"">https://open.spotify.com/artist/5M9Bb4adKAgrOFOhc05Y50</a>",Spagnola
Maluma,1r4hJ1h58CWwUQe3MxPuau,latin pop,83,34507426,"<a href=""https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau"" target=""_blank"">https://open.spotify.com/artist/1r4hJ1h58CWwUQe3MxPuau</a>",Spagnola
David Bisbal,5gOJTI4TusSENizxhcG7jB,latin arena pop,66,4541733,"<a href=""https://open.spotify.com/artist/5gOJTI4TusSENizxhcG7jB"" target=""_blank"">https://open.spotify.com/artist/5gOJTI4TusSENizxhcG7jB</a>",Spagnola
Ana Torroja,5YekZn3GGnPIURNA6RG124,latin arena pop,55,706320,"<a href=""https://open.spotify.com/artist/5YekZn3GGnPIURNA6RG124"" target=""_blank"">https://open.spotify.com/artist/5YekZn3GGnPIURNA6RG124</a>",Spagnola
Julio Iglesias,4etuCZVdP8yiNPn4xf0ie5,latin pop,66,2780302,"<a href=""https://open.spotify.com/artist/4etuCZVdP8yiNPn4xf0ie5"" target=""_blank"">https://open.spotify.com/artist/4etuCZVdP8yiNPn4xf0ie5</a>",Spagnola
Amaral,4OkeTQCk0fvX6VBYpOOxDi,latin arena pop,56,769516,"<a href=""https://open.spotify.com/artist/4OkeTQCk0fvX6VBYpOOxDi"" target=""_blank"">https://open.spotify.com/artist/4OkeTQCk0fvX6VBYpOOxDi</a>",Spagnola
Manu Chao,6wH6iStAh4KIaWfuhf0NYM,latin alternative,67,1596779,"<a href=""https://open.spotify.com/artist/6wH6iStAh4KIaWfuhf0NYM"" target=""_blank"">https://open.spotify.com/artist/6wH6iStAh4KIaWfuhf0NYM</a>",Spagnola
Antonio Orozco,1ADdpen72RPuafRcv0YRBf,pop flamenco,58,1374527,"<a href=""https://open.spotify.com/artist/1ADdpen72RPuafRcv0YRBf"" target=""_blank"">https://open.spotify.com/artist/1ADdpen72RPuafRcv0YRBf</a>",Spagnola
Mecano,5BMgsAFg8rZQc3tqs5BB8G,cantautor,62,1695463,"<a href=""https://open.spotify.com/artist/5BMgsAFg8rZQc3tqs5BB8G"" target=""_blank"">https://open.spotify.com/artist/5BMgsAFg8rZQc3tqs5BB8G</a>",Spagnola
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,dance pop,77,8651819,"<a href=""https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb"" target=""_blank"">https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb</a>",Spagnola
Los Secretos,2KEDbpUlz9nwtGywHT4gyf,cantautor,51,435423,"<a href=""https://open.spotify.com/artist/2KEDbpUlz9nwtGywHT4gyf"" target=""_blank"">https://open.spotify.com/artist/2KEDbpUlz9nwtGywHT4gyf</a>",Spagnola
La Oreja de Van Gogh,4U7lXyKdSf1JbM1aXvsodC,latin arena pop,70,3549506,"<a href=""https://open.spotify.com/artist/4U7lXyKdSf1JbM1aXvsodC"" target=""_blank"">https://open.spotify.com/artist/4U7lXyKdSf1JbM1aXvsodC</a>",Spagnola
Melendi,1EXjXQpDx2pROygh8zvHs4,spanish pop,71,3659461,"<a href=""https://open.spotify.com/artist/1EXjXQpDx2pROygh8zvHs4"" target=""_blank"">https://open.spotify.com/artist/1EXjXQpDx2pROygh8zvHs4</a>",Spagnola
Vetusta Morla,6J6yx1t3nwIDyPXk5xa7O8,cantautor,57,720319,"<a href=""https://open.spotify.com/artist/6J6yx1t3nwIDyPXk5xa7O8"" target=""_blank"">https://open.spotify.com/artist/6J6yx1t3nwIDyPXk5xa7O8</a>",Spagnola
Joaquín Sabina,4aeIWo5CMF1uRmqgJdwkZW,cantautor,65,2973049,"<a href=""https://open.spotify.com/artist/4aeIWo5CMF1uRmqgJdwkZW"" target=""_blank"">https://open.spotify.com/artist/4aeIWo5CMF1uRmqgJdwkZW</a>",Spagnola
Vanesa Martín,5kSJMVPcTITrSZxTrHllVN,latin arena pop,61,1112498,"<a href=""https://open.spotify.com/artist/5kSJMVPcTITrSZxTrHllVN"" target=""_blank"">https://open.spotify.com/artist/5kSJMVPcTITrSZxTrHllVN</a>",Spagnola
Nino Bravo,03zz3zpyV15ZGw1cgjZ7tj,cantautor,51,824096,"<a href=""https://open.spotify.com/artist/03zz3zpyV15ZGw1cgjZ7tj"" target=""_blank"">https://open.spotify.com/artist/03zz3zpyV15ZGw1cgjZ7tj</a>",Spagnola
Jarabe De Palo,5B6H1Dq77AV1LZWrbNsuH5,latin alternative,64,1575427,"<a href=""https://open.spotify.com/artist/5B6H1Dq77AV1LZWrbNsuH5"" target=""_blank"">https://open.spotify.com/artist/5B6H1Dq77AV1LZWrbNsuH5</a>",Spagnola
Raphael Gualazzi,6hu9cUsJDFg2kUkAAjOepA,,37,55293,"<a href=""https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA"" target=""_blank"">https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA</a>",Spagnola
Fangoria,7CJiKj8TrQSms0WSCKbHm4,latin arena pop,46,260596,"<a href=""https://open.spotify.com/artist/7CJiKj8TrQSms0WSCKbHm4"" target=""_blank"">https://open.spotify.com/artist/7CJiKj8TrQSms0WSCKbHm4</a>",Spagnola
Aitana,7eLcDZDYHXZCebtQmVFL25,latin talent show,72,2816756,"<a href=""https://open.spotify.com/artist/7eLcDZDYHXZCebtQmVFL25"" target=""_blank"">https://open.spotify.com/artist/7eLcDZDYHXZCebtQmVFL25</a>",Spagnola
Camaron De La Isla,5MnhtFXEfqi637k6NfKuZI,cante flamenco,48,416513,"<a href=""https://open.spotify.com/artist/5MnhtFXEfqi637k6NfKuZI"" target=""_blank"">https://open.spotify.com/artist/5MnhtFXEfqi637k6NfKuZI</a>",Spagnola
Los Del Rio,2JXn03fudjyRkQ1Ye9f5rk,tropical,53,51336,"<a href=""https://open.spotify.com/artist/2JXn03fudjyRkQ1Ye9f5rk"" target=""_blank"">https://open.spotify.com/artist/2JXn03fudjyRkQ1Ye9f5rk</a>",Spagnola
Heroes Del Silencio,3qAPxVwIQRBuz5ImPUxpZT,latin alternative,64,2478660,"<a href=""https://open.spotify.com/artist/3qAPxVwIQRBuz5ImPUxpZT"" target=""_blank"">https://open.spotify.com/artist/3qAPxVwIQRBuz5ImPUxpZT</a>",Spagnola
La Quinta Estacion,7FZj349hdLfD6qzXkJLuAh,latin arena pop,64,2847331,"<a href=""https://open.spotify.com/artist/7FZj349hdLfD6qzXkJLuAh"" target=""_blank"">https://open.spotify.com/artist/7FZj349hdLfD6qzXkJLuAh</a>",Spagnola
Bunbury,4uqzzJg3ww5eH7IgGV7DMT,latin alternative,66,2460672,"<a href=""https://open.spotify.com/artist/4uqzzJg3ww5eH7IgGV7DMT"" target=""_blank"">https://open.spotify.com/artist/4uqzzJg3ww5eH7IgGV7DMT</a>",Spagnola
Juanes,0UWZUmn7sybxMCqrw9tGa7,colombian pop,73,4590721,"<a href=""https://open.spotify.com/artist/0UWZUmn7sybxMCqrw9tGa7"" target=""_blank"">https://open.spotify.com/artist/0UWZUmn7sybxMCqrw9tGa7</a>",Spagnola
Dani Martín,3AIPhNgeF9S1Kyg9Yy3UQW,spanish pop,57,876304,"<a href=""https://open.spotify.com/artist/3AIPhNgeF9S1Kyg9Yy3UQW"" target=""_blank"">https://open.spotify.com/artist/3AIPhNgeF9S1Kyg9Yy3UQW</a>",Spagnola
Amaia Montero,4LbuSjHhhAddvN44qXpRJo,latin arena pop,54,1217924,"<a href=""https://open.spotify.com/artist/4LbuSjHhhAddvN44qXpRJo"" target=""_blank"">https://open.spotify.com/artist/4LbuSjHhhAddvN44qXpRJo</a>",Spagnola
Rosario Miraggio,6cgXJIXcmKYb9R73a09qaD,canzone napoletana,46,131192,"<a href=""https://open.spotify.com/artist/6cgXJIXcmKYb9R73a09qaD"" target=""_blank"">https://open.spotify.com/artist/6cgXJIXcmKYb9R73a09qaD</a>",Spagnola
Nek,5mXMQJHLLfym1KyNcDrhoZ,europop,55,517783,"<a href=""https://open.spotify.com/artist/5mXMQJHLLfym1KyNcDrhoZ"" target=""_blank"">https://open.spotify.com/artist/5mXMQJHLLfym1KyNcDrhoZ</a>",Spagnola
La Fuga,5YyScSZOuBHpoFhGvHFedc,latin rock,49,322035,"<a href=""https://open.spotify.com/artist/5YyScSZOuBHpoFhGvHFedc"" target=""_blank"">https://open.spotify.com/artist/5YyScSZOuBHpoFhGvHFedc</a>",Spagnola
Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,latin arena pop,52,801606,"<a href=""https://open.spotify.com/artist/7x6XYw3yCC67Pizi4o0wvZ"" target=""_blank"">https://open.spotify.com/artist/7x6XYw3yCC67Pizi4o0wvZ</a>",Spagnola
Mala Rodríguez,3Ces1OJeGOVGcUB0wPaPXJ,latin hip hop,53,547378,"<a href=""https://open.spotify.com/artist/3Ces1OJeGOVGcUB0wPaPXJ"" target=""_blank"">https://open.spotify.com/artist/3Ces1OJeGOVGcUB0wPaPXJ</a>",Spagnola
El Canto Del Loco,5RK6c1tyaKpwcDpbgCGNgj,latin arena pop,61,995333,"<a href=""https://open.spotify.com/artist/5RK6c1tyaKpwcDpbgCGNgj"" target=""_blank"">https://open.spotify.com/artist/5RK6c1tyaKpwcDpbgCGNgj</a>",Spagnola
Raphael Gualazzi,6hu9cUsJDFg2kUkAAjOepA,,37,55293,"<a href=""https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA"" target=""_blank"">https://open.spotify.com/artist/6hu9cUsJDFg2kUkAAjOepA</a>",Spagnola
El Sueño de Morfeo,2BObknRAxgoXmrf6MkO7VR,latin arena pop,43,302990,"<a href=""https://open.spotify.com/artist/2BObknRAxgoXmrf6MkO7VR"" target=""_blank"">https://open.spotify.com/artist/2BObknRAxgoXmrf6MkO7VR</a>",Spagnola
Luz Casal,1HUbv0v2f9HNE6qIbB35El,cantautor,49,344771,"<a href=""https://open.spotify.com/artist/1HUbv0v2f9HNE6qIbB35El"" target=""_blank"">https://open.spotify.com/artist/1HUbv0v2f9HNE6qIbB35El</a>",Spagnola
Niña Pastori,6UelqIK8qwhWFc2f6nSEh8,flamenco,56,785205,"<a href=""https://open.spotify.com/artist/6UelqIK8qwhWFc2f6nSEh8"" target=""_blank"">https://open.spotify.com/artist/6UelqIK8qwhWFc2f6nSEh8</a>",Spagnola
Antonio Carmona,1YVEF2N8QHkkQ84LM51Xyo,flamenco,53,131991,"<a href=""https://open.spotify.com/artist/1YVEF2N8QHkkQ84LM51Xyo"" target=""_blank"">https://open.spotify.com/artist/1YVEF2N8QHkkQ84LM51Xyo</a>",Spagnola
Diego Torres,0LALueHEQunQ2d61fXGeZh,latin pop,62,2120396,"<a href=""https://open.spotify.com/artist/0LALueHEQunQ2d61fXGeZh"" target=""_blank"">https://open.spotify.com/artist/0LALueHEQunQ2d61fXGeZh</a>",Spagnola
Kiko Veneno,5TDssiSO1YPd3BINGZx3XP,cantautor,46,84226,"<a href=""https://open.spotify.com/artist/5TDssiSO1YPd3BINGZx3XP"" target=""_blank"">https://open.spotify.com/artist/5TDssiSO1YPd3BINGZx3XP</a>",Spagnola
Jarabe De Palo,5B6H1Dq77AV1LZWrbNsuH5,latin alternative,64,1575427,"<a href=""https://open.spotify.com/artist/5B6H1Dq77AV1LZWrbNsuH5"" target=""_blank"">https://open.spotify.com/artist/5B6H1Dq77AV1LZWrbNsuH5</a>",Spagnola
Marta Sánchez,368rTiMKMrz3b03az6B14w,latin pop,60,411156,"<a href=""https://open.spotify.com/artist/368rTiMKMrz3b03az6B14w"" target=""_blank"">https://open.spotify.com/artist/368rTiMKMrz3b03az6B14w</a>",Spagnola
La Unión,2Ax9wZpdlg4r2zkc3pcI8U,cantautor,56,563898,"<a href=""https://open.spotify.com/artist/2Ax9wZpdlg4r2zkc3pcI8U"" target=""_blank"">https://open.spotify.com/artist/2Ax9wZpdlg4r2zkc3pcI8U</a>",Spagnola
Los Ronaldos,1OTnb625gMBm5NsLYAdUEm,spanish new wave,46,127499,"<a href=""https://open.spotify.com/artist/1OTnb625gMBm5NsLYAdUEm"" target=""_blank"">https://open.spotify.com/artist/1OTnb625gMBm5NsLYAdUEm</a>",Spagnola
El Último De La Fila,2jMYTBTCSNYaCYy54mLc6I,cantautor,54,481728,"<a href=""https://open.spotify.com/artist/2jMYTBTCSNYaCYy54mLc6I"" target=""_blank"">https://open.spotify.com/artist/2jMYTBTCSNYaCYy54mLc6I</a>",Spagnola
Rocío Jurado,1FlYevYLENR3IMgMlnMvf9,cancion melodica,46,444374,"<a href=""https://open.spotify.com/artist/1FlYevYLENR3IMgMlnMvf9"" target=""_blank"">https://open.spotify.com/artist/1FlYevYLENR3IMgMlnMvf9</a>",Spagnola
Andy & Lucas,4dqi10p8S91S2ChvcWsi1L,latin pop,53,925823,"<a href=""https://open.spotify.com/artist/4dqi10p8S91S2ChvcWsi1L"" target=""_blank"">https://open.spotify.com/artist/4dqi10p8S91S2ChvcWsi1L</a>",Spagnola
El Barrio,0fM3rWsshliRFUmJlBP6QZ,pop flamenco,58,1189479,"<a href=""https://open.spotify.com/artist/0fM3rWsshliRFUmJlBP6QZ"" target=""_blank"">https://open.spotify.com/artist/0fM3rWsshliRFUmJlBP6QZ</a>",Spagnola
Los Rebeldes De La Cumbia,4Kq6PhHm3gDTuxwXAMJkyY,,28,13554,"<a href=""https://open.spotify.com/artist/4Kq6PhHm3gDTuxwXAMJkyY"" target=""_blank"">https://open.spotify.com/artist/4Kq6PhHm3gDTuxwXAMJkyY</a>",Spagnola
Sergio Dalma,7x6XYw3yCC67Pizi4o0wvZ,latin arena pop,52,801606,"<a href=""https://open.spotify.com/artist/7x6XYw3yCC67Pizi4o0wvZ"" target=""_blank"">https://open.spotify.com/artist/7x6XYw3yCC67Pizi4o0wvZ</a>",Spagnola
Amaral,4OkeTQCk0fvX6VBYpOOxDi,latin arena pop,56,769516,"<a href=""https://open.spotify.com/artist/4OkeTQCk0fvX6VBYpOOxDi"" target=""_blank"">https://open.spotify.com/artist/4OkeTQCk0fvX6VBYpOOxDi</a>",Spagnola
Mala Rodríguez,3Ces1OJeGOVGcUB0wPaPXJ,latin hip hop,53,547378,"<a href=""https://open.spotify.com/artist/3Ces1OJeGOVGcUB0wPaPXJ"" target=""_blank"">https://open.spotify.com/artist/3Ces1OJeGOVGcUB0wPaPXJ</a>",Spagnola
Rozalén,5soMpG6E6oApEiCZgrWeVz,cantautor,60,813821,"<a href=""https://open.spotify.com/artist/5soMpG6E6oApEiCZgrWeVz"" target=""_blank"">https://open.spotify.com/artist/5soMpG6E6oApEiCZgrWeVz</a>",Spagnola
Hombres G,60uh2KYYSCqAgJNxcU4DA0,latin alternative,68,4089329,"<a href=""https://open.spotify.com/artist/60uh2KYYSCqAgJNxcU4DA0"" target=""_blank"">https://open.spotify.com/artist/60uh2KYYSCqAgJNxcU4DA0</a>",Spagnola
Antonio Flores,6GwZIG7UlxQR6n9kO8QlV6,cantautor,48,214102,"<a href=""https://open.spotify.com/artist/6GwZIG7UlxQR6n9kO8QlV6"" target=""_blank"">https://open.spotify.com/artist/6GwZIG7UlxQR6n9kO8QlV6</a>",Spagnola
Jose Merce,7p5J8SfKU9Rulp7tcA53G8,cante flamenco,47,205040,"<a href=""https://open.spotify.com/artist/7p5J8SfKU9Rulp7tcA53G8"" target=""_blank"">https://open.spotify.com/artist/7p5J8SfKU9Rulp7tcA53G8</a>",Spagnola
Fuel Fandango,1MbqzxZvHtdClX1cBKU2OG,pop electronico,37,111416,"<a href=""https://open.spotify.com/artist/1MbqzxZvHtdClX1cBKU2OG"" target=""_blank"">https://open.spotify.com/artist/1MbqzxZvHtdClX1cBKU2OG</a>",Spagnola
